2.600000000000000000e+01	2.000000000000000000e+01	1.300000000000000044e+00	7.692307999999999923e-01	2.307692299999999919e-01	5.500000000000000000e+00	-9.216825000000000045e+01	-1.241761000000000053e+02	1.000000000000000000e+00	1.380769300000000044e+01	8.894604999999999873e-03	3.846154000000000239e-02	7.692307999999999923e-01	4.000000000000000083e-02	2.000000000000000111e-01	0.000000000000000000e+00	0.000000000000000000e+00	9.166666999999999454e-01	2.000000000000000000e+00	2.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.000000000000000278e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.000000000000000000e+00	0.000000000000000000e+00	5.000000000000000278e-02
3.700000000000000000e+01	3.100000000000000000e+01	1.193548400000000065e+00	8.378377999999999659e-01	1.621621500000000049e-01	3.864864799999999878e+00	-9.406501000000000090e+01	-1.950743999999999971e+02	1.239999999999999991e+00	3.548649000000000342e+01	4.050017700000000070e-04	5.405405499999999669e-02	8.378377999999999659e-01	2.777777799999999950e-02	4.722221999999999809e-01	0.000000000000000000e+00	1.714285799999999971e-01	8.965516999999999515e-01	3.000000000000000000e+00	3.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.225806400000000296e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	9.000000000000000000e+00	5.405405499999999669e-02	0.000000000000000000e+00
1.800000000000000000e+01	2.100000000000000000e+01	8.571428700000000012e-01	1.166666600000000109e+00	1.666666699999999890e-01	5.000000000000000000e+00	-4.528629999999999711e+01	-1.298351999999999862e+02	1.105263099999999943e+00	5.133333199999999863e+01	2.500271700000000221e-04	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	5.294117999999999880e-01	6.250000000000000000e-02	6.250000000000000000e-02	1.000000000000000000e+00	2.000000000000000000e+00	2.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.761905000000000304e-02	4.000000000000000000e+00	5.555555599999999900e-02	4.761905000000000304e-02
4.100000000000000000e+01	2.900000000000000000e+01	1.413793099999999914e+00	7.073170500000000027e-01	2.926829200000000131e-01	4.634146000000000321e+00	-9.150023000000000195e+01	-1.733469000000000051e+02	1.159999999999999920e+00	3.241463499999999698e+01	5.826479300000000396e-03	2.439024299999999895e-02	8.536585599999999552e-01	0.000000000000000000e+00	5.749999999999999556e-01	0.000000000000000000e+00	1.794871799999999962e-01	9.032257999999999676e-01	0.000000000000000000e+00	2.000000000000000000e+00	6.896552000000000238e-02	0.000000000000000000e+00	0.000000000000000000e+00	1.034482800000000036e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	8.000000000000000000e+00	2.439024299999999895e-02	3.448276000000000119e-02
5.800000000000000000e+01	4.500000000000000000e+01	1.288888899999999893e+00	7.758620999999999990e-01	2.241379300000000130e-01	4.568965399999999732e+00	-1.527930000000000064e+02	-2.806268000000000029e+02	1.153846099999999986e+00	2.274137899999999846e+01	5.222654300000000027e-02	0.000000000000000000e+00	8.620689499999999450e-01	3.508772000000000280e-02	3.508772000000000002e-01	1.785714399999999841e-02	5.357143000000000321e-02	8.666667000000000121e-01	6.000000000000000000e+00	6.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.222222299999999928e-02	0.000000000000000000e+00	1.724138000000000059e-02	0.000000000000000000e+00	4.000000000000000000e+00	1.724138000000000059e-02	2.222222299999999928e-02
4.800000000000000000e+01	2.900000000000000000e+01	1.655172499999999935e+00	6.041666999999999454e-01	3.958333399999999780e-01	5.041666499999999829e+00	-1.374320999999999913e+02	-1.791065999999999860e+02	1.159999999999999920e+00	2.458333300000000055e+00	7.109148000000000030e-03	2.083333399999999849e-02	8.750000000000000000e-01	2.127659499999999884e-02	2.765957399999999788e-01	0.000000000000000000e+00	2.173912999999999887e-02	8.809523599999999899e-01	4.000000000000000000e+00	0.000000000000000000e+00	1.379310300000000100e-01	0.000000000000000000e+00	0.000000000000000000e+00	3.448276000000000119e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.448276000000000119e-02	2.000000000000000000e+00	2.083333399999999849e-02	6.896552000000000238e-02
2.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000000e+00	5.000000000000000000e-01	5.000000000000000000e-01	4.500000000000000000e+00	-1.192439000000000071e+01	-1.161614999999999931e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.000000000000000000e+00	2.000000000000000000e+00	3.000000000000000000e+00	3.333333399999999780e-01	6.666666999999999454e-01	4.666666499999999829e+00	-2.438256000000000157e+01	-1.810435000000000016e+01	1.000000000000000000e+00	1.666666699999999890e-01	9.163577000000000238e-06	0.000000000000000000e+00	5.000000000000000000e-01	0.000000000000000000e+00	2.000000000000000111e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.900000000000000000e+01	1.900000000000000000e+01	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	5.736842000000000219e+00	-4.511001999999999867e+01	-1.218513999999999982e+02	1.055555599999999927e+00	3.357894999999999897e+01	7.988445000000000051e-04	0.000000000000000000e+00	7.894736999999999449e-01	1.111111099999999990e-01	3.888888999999999818e-01	1.176470599999999977e-01	1.176470599999999977e-01	9.375000000000000000e-01	3.000000000000000000e+00	3.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.263157999999999725e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.000000000000000000e+00	0.000000000000000000e+00	5.263157999999999725e-02
3.000000000000000000e+01	3.700000000000000000e+01	8.108108000000000537e-01	1.233333299999999966e+00	2.333333300000000055e-01	4.766666999999999987e+00	-9.499896999999999991e+01	-2.294660000000000082e+02	1.321428499999999895e+00	4.356666599999999789e+01	1.785256200000000107e-03	3.333333499999999866e-02	8.000000000000000444e-01	3.448276000000000119e-02	2.068965600000000071e-01	0.000000000000000000e+00	3.571428699999999734e-02	1.000000000000000000e+00	2.000000000000000000e+00	2.000000000000000000e+00	0.000000000000000000e+00	3.333333499999999866e-02	2.702702800000000155e-02	5.405405499999999669e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.000000000000000000e+00	6.666666999999999732e-02	2.702702800000000155e-02
